avg_rate,geek_rate,id,num_votes,title
2.00,N/A,57246,1,Godfrey Evans Cricket Game
N/A,N/A,57248,N/A,Der Pleite-Geier
N/A,N/A,57249,N/A,Der rasende Ober
2.10,N/A,57251,1,Alchemy Gothic Treasury
7.60,N/A,57253,5,The Long March
5.00,N/A,57257,1,APBA Professional Golf: The Masters
4.00,N/A,57262,1,APBA Professional Golf: Merion
6.33,N/A,57266,3,APBA Professional Golf: Pebble Beach
6.00,N/A,57268,2,APBA Professional Golf: Firestone
4.00,N/A,57269,1,APBA Professional Golf: Pinehurst No.2
4.00,N/A,57271,1,APBA Professional Golf: Pine Valley
N/A,N/A,57273,N/A,Der Wolf und die 77 Geißlein
N/A,N/A,57274,N/A,Die spielenden Delphine
N/A,N/A,57278,N/A,Skyhunters
N/A,N/A,57281,N/A,Gespenster-Labyrinth
N/A,N/A,57282,N/A,Glückskäfer Würfelspiel
N/A,N/A,57285,N/A,Die grosse Schiebung
N/A,N/A,57286,N/A,IC Städtespiel
6.04,N/A,57287,12,The Art of Conversation
7.00,N/A,57288,1,The Art of Children's Conversation
N/A,N/A,57289,N/A,Nasenanker-Spiel
6.00,N/A,57290,18,Whack a Catgirl: Crazy Characters
7.58,N/A,57291,12,Abande²
7.97,N/A,57296,19,Birds of Prey: Airborne Alert
N/A,N/A,57305,N/A,Colorful Kingdom
5.00,N/A,57307,3,African Gambit
6.17,N/A,57309,6,War of Nations 1813
6.50,N/A,57311,4,Reich stricks back: breakthrough Bulge
5.00,N/A,57314,1,All Quiet on the Western Front
6.00,N/A,57322,1,Karate Chop Game
7.00,N/A,57323,1,Robo Fight
6.64,N/A,57329,9,Campaign of Sekigahara
5.00,N/A,57331,2,Imbelece
6.33,N/A,57332,3,Taste Taiwan: Warrior
4.71,N/A,57336,12,Paul de Leeuw Onvoorspelbaar
5.00,N/A,57339,2,Spelen in de Keuken
4.83,N/A,57346,6,Het Grote Liefdes Spel
N/A,N/A,57348,N/A,De Grootste Royaltykenner van Nederland
7.20,5.644,57362,84,FITS Official Expansion
N/A,N/A,57386,N/A,Agreed by Consensus: The Tournament Game of Quotes
N/A,N/A,57399,N/A,Kugel-Duell
N/A,N/A,57401,N/A,"Langohr, Schlitzohr, Rübe & Co"
N/A,N/A,57402,N/A,Latty Top
N/A,N/A,57407,N/A,Golden Years  Retirement Adventure Game
6.25,N/A,57409,21,Shashki
6.00,N/A,57461,3,Kikker Speelt Tikkertje
5.00,N/A,57464,1,Monopoly: ProRail
N/A,N/A,57473,N/A,Gear Burn
7.00,N/A,57506,1,Hypochondria
7.32,N/A,57507,16,Kriegbot Expansion
N/A,N/A,57510,N/A,Pssst!
N/A,N/A,57511,N/A,Hoosier Rails
4.00,N/A,57533,2,Las Vegas
7.19,N/A,57536,8,Hachi-Hachi
6.50,N/A,57552,1,Monopoly: Hans Anders
N/A,N/A,57558,N/A,Laurel and Hardy-opoly
N/A,N/A,57563,N/A,Segundai
7.42,5.553,57579,31,PanzerBlitz: Carentan
6.00,N/A,57586,3,Bohemian Rhapsody
5.50,N/A,57597,4,Kursk 1943: The Southern Pincer
6.00,N/A,57602,1,Monopoly: Fryslân
N/A,N/A,57603,N/A,Monopoly: Breda
N/A,N/A,57606,N/A,Monopoly: De Hypotheker
N/A,N/A,57607,N/A,Allotment Games
5.33,N/A,57618,3,Warehouse Railways
7.00,N/A,57636,25,Querni
7.27,N/A,57647,21,Dog Fight: Starship Edition
N/A,N/A,57662,N/A,Battle of Dark Age Britain
N/A,N/A,57664,N/A,Body Link
N/A,N/A,57665,N/A,Bumper Car Rally
N/A,N/A,57666,N/A,Budgetown
6.00,N/A,57668,2,Warlord: Necropolis Faction Book
N/A,N/A,57669,N/A,Blustery Day
N/A,N/A,57671,N/A,Nuts and Bolts of the Big Six
5.00,N/A,57672,1,Warlord: Reven Army Book
7.50,N/A,57673,1,Monopoly: Utrecht
1.00,N/A,57674,1,Monopoly: Amsterdam
6.00,N/A,57675,2,Warlord: Crusaders Army Book
4.50,N/A,57676,3,Monopoly: Antwerpen
5.00,N/A,57677,1,Warlord: Nefsokar Army Book
N/A,N/A,57678,N/A,Monopoly: Brussel
5.00,N/A,57679,1,Warlord: Overlords Army Book
N/A,N/A,57680,N/A,Monopoly: Carglass
N/A,N/A,57681,N/A,Monopoly: Hoeksche Waard
N/A,N/A,57682,N/A,Monopoly: Morris Unilever Corporate Strategy Game
N/A,N/A,57683,N/A,Monopoly: Transport en Logistiek
5.72,N/A,57707,8,Tri 3D
N/A,N/A,57733,N/A,California Missions
N/A,N/A,57734,N/A,Umspannwerk
N/A,N/A,57735,N/A,Arkado
N/A,N/A,57736,N/A,Christopher's Crossing
5.50,N/A,57738,1,Do You Mind?
7.00,N/A,57740,1,Funagle
N/A,N/A,57741,N/A,Muttheads
N/A,N/A,57742,N/A,CatFeats
3.58,N/A,57745,6,My Little Pony Game
7.00,N/A,57749,1,Load the Longboat
N/A,N/A,57754,N/A,Bulla Exchange
N/A,N/A,57755,N/A,LowCarbs
N/A,N/A,57756,N/A,SmartMoolah
N/A,N/A,57757,N/A,Concert Hall
N/A,N/A,57758,N/A,Con-quest
N/A,N/A,57760,N/A,Citizenship: The Game
N/A,N/A,57761,N/A,Como son
7.24,5.560,57762,41,Bushido: Tanin the Stranger
7.40,N/A,57765,5,Cop & Killer Expansion Tatort New York (Crimescene NY)
6.19,N/A,57767,29,Unter Geiern
N/A,N/A,57770,N/A,"Maus, komm heraus!"
4.25,N/A,57771,2,Viiru ja Pesonen Syntymäpäiväpeli
5.35,N/A,57773,13,Casino pirate
5.78,N/A,57775,21,Jukem Football
7.25,N/A,57783,10,The Gaston Game
4.00,N/A,57794,11,Barn-Alfapet
5.33,N/A,57796,3,Sverige-resan
N/A,N/A,57798,N/A,Corps of Discovery
N/A,N/A,57799,N/A,Diaper Derby
N/A,N/A,57800,N/A,Dino Dig
7.39,5.603,57804,56,Nemo's War Expansion Kit
4.42,N/A,57811,5,Monopoly: The Australian Here & Now Electronic
6.30,N/A,57814,2,Stymie
N/A,N/A,57827,N/A,"Ecclesiaste III ""The Quest"""
N/A,N/A,57829,N/A,1 on 1 Sports Basketball Bitty Bucket
N/A,N/A,57830,N/A,1 on 1 Sports Football Bitty Bucket
N/A,N/A,57831,N/A,1 on 1 Sports Soccer Bitty Bucket
N/A,N/A,57832,N/A,Truth Or Fashion Dare & Other fun Sleepover Games
7.03,5.703,57838,143,Valdora Extra
4.00,N/A,57878,1,"The Last Hurrah: Counterattack at Rostov! Feb., 1920"
6.59,N/A,57883,11,King Me! The Toilet
6.42,5.556,57885,70,BANG! Johnny Kisch
N/A,N/A,57886,N/A,Lottery Fever
N/A,N/A,57888,N/A,Brasfield & Gorrie Constructionopoly
N/A,N/A,57889,N/A,Mein erstes Verkehrsspiel
N/A,N/A,57890,N/A,Meister Lampe in Nöten
N/A,N/A,57908,N/A,Dragon Currents
4.25,N/A,57909,8,Overland
6.39,N/A,57910,14,Schwarze Löcher
7.00,N/A,57920,3,Unocitta
7.00,N/A,57922,1,Qronq
4.00,N/A,57926,1,Strictly Pittsburgh
N/A,N/A,57937,N/A,The Doomsday Project
7.34,5.879,57940,253,Warhammer: Invasion – Path of the Zealot
4.50,N/A,57948,2,Frazed
5.00,N/A,57950,1,MERC
5.28,N/A,57951,10,Laws and Disorder
N/A,N/A,57967,N/A,Dominatus
N/A,N/A,57968,N/A,A Drop in the Bucket
N/A,N/A,57970,N/A,Earth Trek
N/A,N/A,57971,N/A,The ED TECH Life
N/A,N/A,57972,N/A,Efficiency Review Survival
N/A,N/A,57973,N/A,The KEY to Effective  Meetings
N/A,N/A,57974,N/A,Environ
N/A,N/A,57975,N/A,Escape From Mom's House
N/A,N/A,57976,N/A,Eureka!
N/A,N/A,57977,N/A,Evolution
3.00,N/A,57978,1,Precipice
6.62,N/A,57979,13,Untamed: A Rummy Revolution
N/A,N/A,57982,N/A,Ushindi
N/A,N/A,57983,N/A,Inspector Moss Investigates
N/A,N/A,57984,N/A,Whatchamacalit:  Delectable Drinks
6.00,N/A,57987,1,Zermatt
N/A,N/A,57989,N/A,Road Rally
5.00,N/A,57994,1,I Am: Sport Edition
N/A,N/A,57996,N/A,War of Independence:  18th Century Warfare
5.67,N/A,57997,3,Monopoly: National Trust Edition
6.00,N/A,58000,2,Masters of Dice
N/A,N/A,58001,N/A,Take Your bomb!
N/A,N/A,58008,N/A,Sirkus Filiokus
4.31,N/A,58010,20,BloodLust
N/A,N/A,58012,N/A,Minions: Cowboys & Aliens
N/A,N/A,58014,N/A,Hans und Panzer
4.00,N/A,58015,1,Monster Games
2.67,N/A,58019,3,Sun
N/A,N/A,58024,N/A,Carl XII Historiskt Sällskapsspel
N/A,N/A,58028,N/A,Harlekin och hans sju korvar
N/A,N/A,58030,N/A,Position
N/A,N/A,58031,N/A,Wandringsmannen
N/A,N/A,58032,N/A,Striden med trollet
N/A,N/A,58033,N/A,Puncto
N/A,N/A,58034,N/A,Nytt kapplöpningsspel
N/A,N/A,58035,N/A,Nytt matrosspel
N/A,N/A,58036,N/A,Nytt ormspel
N/A,N/A,58037,N/A,Det nya apspelet
N/A,N/A,58038,N/A,Schlafmütze und die Rasselbande
N/A,N/A,58039,N/A,Stockholms brandkår
N/A,N/A,58041,N/A,Nyaste sportspelet
N/A,N/A,58042,N/A,Schubs
N/A,N/A,58044,N/A,Schwarzmarkt
N/A,N/A,58047,N/A,Vinter Idrotts Spelet
N/A,N/A,58049,N/A,Utställningsspelet Hvita Staden
N/A,N/A,58050,N/A,Flygspelet
N/A,N/A,58051,N/A,Marathonloppet
N/A,N/A,58052,N/A,Rösträttsspelet
N/A,N/A,58053,N/A,Rapportföring
N/A,N/A,58054,N/A,Stjärnspelet
N/A,N/A,58055,N/A,Fotbollsspel
N/A,N/A,58056,N/A,Tennisspelet
N/A,N/A,58057,N/A,Atlanterflygning
4.00,N/A,58058,1,Pluggspelet
1.00,N/A,58059,1,Vilda västern
5.33,N/A,58061,3,Senseability
N/A,N/A,58077,N/A,Guts the Game
N/A,N/A,58078,N/A,International Challenge Curling
N/A,N/A,58092,N/A,Siffy Top
N/A,N/A,58093,N/A,Silver Crash
N/A,N/A,58097,N/A,The Wedding Game
7.12,N/A,58098,21,"White October: The Last Assault on Red Petrograd, October 1919"
N/A,N/A,58102,N/A,Turbo-Kreisel
6.00,N/A,58103,1,Verflixte Zelle
4.50,N/A,58104,2,Biboly: Noah
N/A,N/A,58107,N/A,Main Street America
6.00,N/A,58108,1,Robots vs. Dinosaurs
7.69,N/A,58118,18,Classic Battletech: Technical Readout – 3039
7.71,N/A,58119,19,Classic Battletech: Technical Readout – 3050 Upgrade
7.31,N/A,58121,8,Classic Battletech: Record Sheets – 3039
6.19,N/A,58124,11,TRITT
N/A,N/A,58135,N/A,26!
N/A,N/A,58149,N/A,Done Deal: One Tough Card Game
5.67,N/A,58153,6,Scrabble: Tim Burton's The Nightmare Before Christmas Edition
7.39,5.877,58157,231,Warhammer: Invasion – Tooth and Claw
5.10,N/A,58182,5,Spooky  Tales
5.00,N/A,58183,1,War Games Rules 1750 to 1850
N/A,N/A,58185,N/A,Little People Games Matchin' with Maggie
4.00,N/A,58191,2,Balyna football
6.72,N/A,58193,9,Kassen
6.39,N/A,58194,15,Deeku
6.58,N/A,58195,6,にゃんこあーてぃすと (Cat Artists)
6.50,N/A,58216,2,Piecepack SeaBattle
7.11,N/A,58230,14,Consensus Junior
6.00,N/A,58239,1,Golden Mile
7.00,N/A,58246,1,Make One
6.40,N/A,58247,1,TLRising
7.58,N/A,58250,6,AE: Bounty
N/A,N/A,58251,N/A,Poltergeist the Boardgame
5.00,N/A,58256,2,Etymos
N/A,N/A,58265,N/A,Market TV
6.56,N/A,58283,10,"Kiválasztottak, a M.A.G.U.S. kártyajáték"
N/A,N/A,58295,N/A,The First Day of School
N/A,N/A,58296,N/A,Flow
N/A,N/A,58298,N/A,5150: The Negotiating Game
7.07,N/A,58299,7,Adamas
N/A,N/A,58300,N/A,Footprints in the Forest
N/A,N/A,58303,N/A,Follow the Drinking Gourd
N/A,N/A,58304,N/A,Found Walking: Liverpool
N/A,N/A,58305,N/A,Flush!
7.00,N/A,58306,4,Classic Battletech: Jihad Hot Spots – 3072
5.33,N/A,58308,3,Classic Battletech: Jihad Conspiracies – Interstellar Players 2
N/A,N/A,58309,N/A,Zahlen-Denkfix
7.67,N/A,58310,3,BattleTech Classic: Jihad Secrets – The Blake Documents
7.00,N/A,58311,4,Classic Battletech: Jihad Hot Spots 3076
N/A,N/A,58312,N/A,Zauberkater
7.00,N/A,58314,2,Lauras große China-Reise
4.00,N/A,58317,1,Laura und das chinesische Feuerwerk
N/A,N/A,58319,N/A,Air-Rallye
N/A,N/A,58328,N/A,Bau mit
4.65,N/A,58339,13,Amos Daragon
N/A,N/A,58352,N/A,Murmel Spass
5.00,N/A,58354,1,Buchstaben-Denkfix
5.50,N/A,58356,2,Calendero
N/A,N/A,58361,N/A,Die Tränen der Götter
N/A,N/A,58363,N/A,Geographically Speaking
N/A,N/A,58366,N/A,GeoMultiPlex
N/A,N/A,58367,N/A,Das Traumschiff
N/A,N/A,58368,N/A,Die sieben Geißlein
N/A,N/A,58369,N/A,Drei gewinnt
N/A,N/A,58370,N/A,Humanopoly: The Facts of Life Game
4.00,N/A,58371,1,U.B. Funkeys 3D Game
6.39,N/A,58381,11,Experiment Expansion
6.61,N/A,58382,9,Extra Experiment Expansion
6.00,N/A,58391,1,Mandua
7.50,N/A,58392,3,Lycèe Trading Card Game
6.00,N/A,58393,1,Jig Jag Mic Mac
6.50,N/A,58394,2,1x1 Bingo
5.03,N/A,58396,28,20000 Mijlen onder zee
7.00,N/A,58397,1,Lootin' Wizards: Character Marker Pack
5.93,N/A,58400,23,Soccer Sonic
N/A,N/A,58401,N/A,The Great Jungle Adventure
7.04,N/A,58423,14,Field of Glory Companion 11: Empires of the Dragon
N/A,N/A,58424,N/A,Changeover:  The Metric Game
N/A,N/A,58425,N/A,Trama. El joc de l'any Cerdà
4.00,N/A,58426,2,The Skins Game
4.50,N/A,58431,1,Het eerste tellen
5.50,N/A,58432,2,Het grote maan roos vis letterspel
N/A,N/A,58439,N/A,The Enzyme Game
6.50,N/A,58452,6,DBR Army Lists Book 1
6.71,N/A,58456,7,DBR Army Lists Book 2
6.20,N/A,58457,5,DBR Army Lists Book 3
N/A,N/A,58466,N/A,Farbenpoker
N/A,N/A,58469,N/A,Fress-Sack
6.00,N/A,58470,1,Frosch-Hüpf-Spiel
N/A,N/A,58471,N/A,Fuchs du hast die Gans gestohlen
7.30,N/A,58473,10,Reino de las antillas
N/A,N/A,58474,N/A,Globulus Cusani
2.00,N/A,58476,1,Matemaatiline Doomino
5.87,N/A,58504,23,Super Stocks
N/A,N/A,58515,N/A,Space Fleet: Warp Two
6.62,N/A,58519,12,TWRS
3.00,N/A,58537,2,"Mondo Novo ""Een Wereldspel"""
7.50,N/A,58538,4,Grand Fleets II
N/A,N/A,58542,N/A,Campaign
N/A,N/A,58570,N/A,Glückskäfer
N/A,N/A,58571,N/A,Hänsel und Gretel
N/A,N/A,58573,N/A,Hochstapeln
4.00,N/A,58574,1,M.I.G Familj
N/A,N/A,58576,N/A,Hühnerschmaus
N/A,N/A,58578,N/A,Jackpot
N/A,N/A,58583,N/A,Nils Holgerssons underbara resa genom Sverige
N/A,N/A,58585,N/A,LEGO City: Road Rescue Game!
6.00,N/A,58587,1,Gold Train
5.67,N/A,58594,6,Euro Pack IV: War in North Africa
6.29,N/A,58596,7,Euro Pack I: Early War Actions
6.58,N/A,58597,6,Euro-Pack VI: Partisans and Irregulars
5.75,N/A,58598,4,Euro-Pack III: Late War '44-'45
5.60,N/A,58599,5,Euro Pack V: Eastern Front Warfare
8.24,5.967,58601,203,Advanced Squad Leader: Starter Kit Expansion Pack #1
6.30,N/A,58615,5,Gernika
N/A,N/A,58616,N/A,Götterdämmerung
7.00,N/A,58617,1,Krøniken
N/A,N/A,58628,N/A,The Great Fish Story
4.50,N/A,58629,2,Pickit
N/A,N/A,58630,N/A,GMAT Proctor Prepper
N/A,N/A,58631,N/A,Golf Challenge
N/A,N/A,58633,N/A,Got Wings?
N/A,N/A,58635,N/A,Grocery Grab
6.34,N/A,58637,10,Hacker
6.25,N/A,58641,4,El Plan
N/A,N/A,58643,N/A,Hex Go
N/A,N/A,58644,N/A,Home Health Professional
N/A,N/A,58645,N/A,Gustav Vasas äventyr i Dalarne
N/A,N/A,58646,N/A,Horse Sense
N/A,N/A,58647,N/A,How Does Your Garden Grow?
4.00,N/A,58661,2,James Watt
3.33,N/A,58663,3,Mondrio
N/A,N/A,58666,N/A,Saeculum
7.00,N/A,58671,1,Crossline
5.50,N/A,58675,8,Die Exorzisten
5.50,N/A,58678,9,Ezelen
4.00,N/A,58682,4,Extreme Fight Games
N/A,N/A,58686,N/A,The Detestable Deck
4.30,N/A,58688,1,Kiwi Quiz
7.40,N/A,58690,1,Das Dings
5.59,N/A,58694,10,Speedy Match
2.17,N/A,58695,3,Tasapeli
5.32,N/A,58698,17,Pickles to Penguins
4.44,N/A,58699,12,Cheese
N/A,N/A,58701,N/A,Samantha's Mystery Party Game
7.00,N/A,58702,1,Kit's Mystery Party Game
7.00,N/A,58705,1,Blood of Kings
N/A,N/A,58706,N/A,Silly Sandwich
7.90,6.906,58708,1359,Power Grid: Brazil/Spain & Portugal
N/A,N/A,58709,N/A,Moon Mullins Game
N/A,N/A,58711,N/A,Domogof
N/A,N/A,58719,N/A,SpielMAL
6.50,N/A,58723,1,Condominium
6.00,N/A,58725,1,The Rush-Hour
N/A,N/A,58727,N/A,The Rule
N/A,N/A,58729,N/A,Color Surprise
4.00,N/A,58730,1,Curvy Swervy
5.92,N/A,58742,20,Space Drifters
N/A,N/A,58744,N/A,Pacific 1942 Point Luck
6.58,N/A,58745,3,Invaders of Mars
3.00,N/A,58760,1,I've never: The Card Game
7.34,N/A,58764,14,"""Tierra  y Libertad"" The Mexican Revolution Game"
6.21,N/A,58779,7,Lungarno: Luminara
4.00,N/A,58783,1,Slugger Sports Math Game
N/A,N/A,58784,N/A,Equivalent TRIOs
N/A,N/A,58785,N/A,Probability Obstacle Course
N/A,N/A,58786,N/A,Round the World in Place Value
N/A,N/A,58787,N/A,Pre-Algebra TRIOs
N/A,N/A,58788,N/A,Where's Wilma?
N/A,N/A,58789,N/A,Where's Wilson?
N/A,N/A,58790,N/A,Climbing the Word Problem Trails
N/A,N/A,58791,N/A,Knock-out
N/A,N/A,58793,N/A,Marknadsresan
N/A,N/A,58796,N/A,Svenska Nationalspelet
4.67,N/A,58809,3,Dino Danger
6.00,N/A,58810,1,Ingenious Inventions
N/A,N/A,58811,N/A,Battlefield
N/A,N/A,58812,N/A,Mammal Mania
N/A,N/A,58813,N/A,Card Board
6.00,N/A,58815,1,DHV Expansion 1: David Copperbolt
N/A,N/A,58816,N/A,Mammal Mania
6.00,N/A,58817,1,Listen Lotto
N/A,N/A,58818,N/A,I'm Game
N/A,N/A,58821,N/A,Tuples
N/A,N/A,58825,N/A,Kleiner Dompteur
N/A,N/A,58831,N/A,Lustiges Rucksackpacken
N/A,N/A,58834,N/A,Malen und Raten
N/A,N/A,58836,N/A,Marinespiel
N/A,N/A,58838,N/A,Maus im Haus
7.76,5.587,58851,39,Song of Deeds and Glory
N/A,N/A,58852,N/A,Confidence
5.80,N/A,58854,5,Super Tactico (Super Stratego)
6.00,N/A,58876,1,Street
N/A,N/A,58877,N/A,Professor Noggin's Rainforests of the World 
N/A,N/A,58878,N/A,Whose Nose?
N/A,N/A,58879,N/A,Whose Toes?
6.75,N/A,58880,2,Who Am I?
N/A,N/A,58881,N/A,Whose Home?
5.33,N/A,58885,3,Fortress Holland: 1940
N/A,N/A,58887,N/A,Octopus Dominoes
4.10,N/A,58895,10,Sombrero!
N/A,N/A,58896,N/A,Von Bienen und Blumen
5.00,N/A,58899,1,Blik op Nederland Spel
6.50,N/A,58906,2,Influence
6.50,N/A,58907,18,Synapse-Ice
N/A,N/A,58908,N/A,The Japanese Games of Cash and Akambo
N/A,N/A,58909,N/A,"Games of Ambuscade, Constellation and Bounce"
N/A,N/A,58910,N/A,Ice Pirates
6.50,N/A,58912,11,Clown: Världen upp och ner
5.00,N/A,58917,1,Doorways to WTF
N/A,N/A,58927,N/A,The Armor of God
6.83,5.588,58961,62,A Game of Thrones: The Card Game – Wolves of the North
7.25,N/A,58968,6,"Panzer Grenadier: Siegfried Line – America on the Attack, 1944"
5.00,N/A,58978,2,Conversion
4.00,N/A,58979,1,Gameplan
6.95,5.676,58980,129,Nefertiti Expansion
4.33,N/A,58993,3,C'est pas Sorcier
N/A,N/A,59004,N/A,Yet Another LEGO Universe Game System (Y.A.L.U.G.S.)
N/A,N/A,59023,N/A,"Piaster, Piaster!"
N/A,N/A,59024,N/A,Ausgerechnet!
7.28,N/A,59031,16,In their Quiet fields
5.32,N/A,59039,24,Asrus
6.00,N/A,59040,1,Dodgeball X
N/A,N/A,59048,N/A,"Life, the Universe, and Everything"
3.50,N/A,59052,7,Give a Dog a Bone
3.25,N/A,59053,4,Obama Nation
7.69,N/A,59064,13,No Surrender!
6.43,5.663,59065,229,Carcassonne: Der Tunnel
6.62,N/A,59070,4,Scrabble: The National Parks Edition
5.05,N/A,59071,7,Uno: National Parks Edition
5.00,N/A,59083,2,Poopsock! The MMORPG Addict Card Game
5.12,N/A,59084,8,Werewolf in Town
6.50,N/A,59085,2,Ichi: Game of Dragons
7.00,N/A,59088,1,March of War
7.00,N/A,59092,1,Nine Man Morris and The King & The Knights
N/A,N/A,59099,N/A,The Alaska Game of Trivia
N/A,N/A,59117,N/A,Chispas
N/A,N/A,59121,N/A,Overkill
N/A,N/A,59124,N/A,European Travellers
4.00,N/A,59125,1,Travel Tennis
7.91,6.142,59127,346,Memoir '44: Sword of Stalingrad
N/A,N/A,59134,N/A,Pam & Tom
N/A,N/A,59137,N/A,Meine Rübe deine Rübe
6.00,N/A,59139,3,Classic Battletech: Masters and Minions – The StarCorps Dossiers
N/A,N/A,59140,N/A,Quassel
N/A,N/A,59150,N/A,Wu Xing Rummy
6.85,N/A,59152,10,Panzer Grenadier: Waltzing Matilda
5.00,N/A,59154,1,Pega Mosca
N/A,N/A,59156,N/A,Mickey Mouse Spin-A-Round
7.14,5.800,59158,217,Agricola CZ-Deck
N/A,N/A,59162,N/A,Morron Terror
7.53,N/A,59164,19,Panzer Grenadier: Workers & Peasants
3.75,N/A,59167,2,Operazione Trionfo
N/A,N/A,59168,N/A,Byzantium
N/A,N/A,59172,N/A,The Magic 270
7.89,N/A,59196,9,Classic BattleTech Map Set #7
6.00,N/A,59198,4,Classic Battletech: Combat Operations
7.66,5.593,59199,41,Classic Battletech: Technical Readout 3025
7.00,N/A,59200,17,Classic Battletech: Technical Readout 3060
7.42,N/A,59201,28,Classic BattleTech: Technical Readout 3026
7.14,N/A,59203,11,Classic BattleTech: Technical Readout 3055 Upgrade
6.96,N/A,59204,12,Classic BattleTech: Technical Readout 3067
7.21,N/A,59205,7,Classic BattleTech: Technical Readout 3058 Upgrade
N/A,N/A,59210,N/A,STOP Road Hazard
N/A,N/A,59215,N/A,Slugbug
6.71,N/A,59224,12,Wilde Wikinger Machen Fette Beute
5.09,N/A,59225,11,Muh & Mäh
7.00,N/A,59226,21,Beugró
5.50,N/A,59231,2,Ganjifa
5.47,N/A,59242,17,The Lord of the Rings Strategy Battle Game: A Shadow in the East
5.35,N/A,59243,15,The Lord of the Rings Strategy Battle Game: Fall of the Necromancer
4.87,N/A,59244,13,The Lord of the Rings Strategy Battle Game: The Ruin of Arnor
4.25,N/A,59246,4,Oktobermessed!  Zombie Rules for ASL
7.00,N/A,59248,6,Dezign Pak 1
7.00,N/A,59249,5,Dezign Pak 2
6.60,N/A,59250,5,Dezign Pak 4
6.50,N/A,59251,6,Dezign Pak 3
N/A,N/A,59254,N/A,Black Heritage Trivia Game for Kids
5.00,N/A,59267,1,Quindo
N/A,N/A,59268,N/A,Quiz-Cross
N/A,N/A,59269,N/A,Quiz-Tronic
N/A,N/A,59273,N/A,Spiel-Baum
4.50,N/A,59275,2,Prellus
6.50,N/A,59279,1,FPS Arena
5.50,N/A,59286,19,Carpathes
N/A,N/A,59288,N/A,Cat-a-Muse
N/A,N/A,59291,N/A,Real Math: A Sampler of Games
5.62,N/A,59293,4,Pi-Rats
5.75,N/A,59302,4,Lordz of the Hood
5.97,N/A,59308,26,Volldampf voraus!
6.40,N/A,59309,27,Obstgarten: Das Memospiel
5.34,N/A,59310,20,Mucks Mäuschen Still
5.42,N/A,59311,3,Verfühlt nochmal! Groß und Klein
6.50,N/A,59332,4,Kabufuda
5.00,N/A,59333,1,Oicho-Kabu
7.55,N/A,59338,11,HFP: Hard Furry Pets
N/A,N/A,59343,N/A,Sugusland
7.00,N/A,59351,1,Super-Knobelix
N/A,N/A,59355,N/A,Tivoli
N/A,N/A,59361,N/A,Short Order
N/A,N/A,59377,N/A,Őseink írása
N/A,N/A,59397,N/A,Power Lords
7.96,5.581,59404,38,Forces of Warmachine: Retribution of Scyrah
6.52,N/A,59414,17,Dino Business
7.00,N/A,59416,15,Bohnedikt
7.49,5.943,59417,266,PitchCar Extension 5: The Cross
7.23,5.645,59418,83,PitchCar Mini Extension 5: The Cross
6.50,N/A,59423,3,Reneszánsz magyar kártya
N/A,N/A,59426,N/A,Coblin Chaos
2.33,N/A,59427,3,The Underground Railroad
4.50,N/A,59433,2,Scroubabble
6.89,N/A,59437,9,Dropships and Jumpships
7.60,N/A,59439,5,BattleTech: The Fourth Succession War Military Atlas Volume 1
7.33,N/A,59441,6,BattleTech: The Fourth Succession War Military Atlas Volume 2
7.67,N/A,59444,6,Gray Death Legion
3.91,N/A,59451,11,Candyland Sweet Celebration Game
5.33,N/A,59461,3,Legendák kapitánya
N/A,N/A,59468,N/A,Brahma: The Game of Team Rodeo
N/A,N/A,59472,N/A,Das No Spiel
N/A,N/A,59479,N/A,Imperátor
6.83,N/A,59492,3,PLAY4D Playing Card Game System
N/A,N/A,59493,N/A,Világgá megyek a magyar népmesék útján
3.00,N/A,59503,1,Was werde ich?
2.50,N/A,59507,1,Das Göttinger Turmspiel
5.67,N/A,59508,3,Andromeda
4.50,N/A,59513,2,Puladnas
4.50,N/A,59514,6,Árnyékháború
5.67,N/A,59515,6,push&move
7.50,N/A,59527,1,Honfoglaló: 1956
N/A,N/A,59528,N/A,In Grandpa's Woods: The Forest Trail of Discovery
N/A,N/A,59530,N/A,Tower of Babble
N/A,N/A,59531,N/A,Zsoldosrege
N/A,N/A,59537,N/A,Baller-Ball
N/A,N/A,59538,N/A,Basket Team
4.33,N/A,59539,3,Bravo
N/A,N/A,59540,N/A,Chango
N/A,N/A,59541,N/A,Colorpillar
N/A,N/A,59542,N/A,The Magnificent Flying Machine Rally
N/A,N/A,59543,N/A,Den Letzten beißen die Hunde
7.14,N/A,59547,17,Truffle Scuffle
N/A,N/A,59549,N/A,Die Meisterschaft
N/A,N/A,59550,N/A,Die Zehn
7.34,5.563,59556,38,Wings of War: Revolution in the Sky Squadron Pack
6.00,N/A,59589,1,Oink Oink
N/A,N/A,59610,N/A,Farb-Klick
5.35,N/A,59613,2,Hell from Above
N/A,N/A,59614,N/A,The Road to Victory: A War Game
N/A,N/A,59617,N/A,Bomber Greifen an!
N/A,N/A,59618,N/A,Álomfogók
N/A,N/A,59635,N/A,Cha-Du-Ke
N/A,N/A,59636,N/A,Barangolás Magyarországon
N/A,N/A,59638,N/A,Kalandozások Budapesten
N/A,N/A,59639,N/A,Fészekrakó társasjáték
N/A,N/A,59640,N/A,ÖKO-Magyarország
N/A,N/A,59642,N/A,Ladies' Night
